VALID,AIRCRAFT,REPORT,LON,LAT,10m Northward Wind,10m Eastward Wind,50m Northward Wind,50m Eastward Wind
201701010037,B738,GCK UA /OV GCK068037 /TM 0037 /FL360 /TP B738 /TB SMTH/RM AWC-WEB:,-100.0944808,38.1282862,0.374477267,-0.700644135,0.51560235,-0.953094184
201701010037,B738,GCK UA /OV GCK068037 /TM 0037 /FL360 /TP B738 /TB SMTH/RM AWC-WEB,-100.0944808,38.1282862,0.374477267,-0.700644135,0.51560235,-0.953094184
201701010038,E75L,IND UA /OV VHP/TM 0038/FL063/TP E75L/SK 035OVC063/IC NEG,-86.37,39.81,-3.13211441,4.02231741,-5.359886169,6.835175037
201701010038,B350,UA /OV CYXS 270186 /TM 0038 /FL270 /TP B350 /WV 000140,-127.2481737,53.88417,-3.626255035,-0.681723237,-6.838401794,-1.469756842
201701010038,A321,OGG UA /OV OGG204003/TM 0038/FL010/TP A321/SK SCT010,-156.4489171,20.85030432,-5.462192535,-4.46596384,-5.676292419,-4.721465588
201701010038,B350,UA /OV CYXY /TM 0038 /FL200 /TP B350 /WV 000120,-135.06889,60.70944,-5.58133316,3.846535921,-8.545433044,5.626190662
201701010039,M20P,WMC UA /OV SDO270035 /TM 0039 /FL115 /TP M20P /SK SKC /WX FV99SM /TA M04 /TB NEG,-118.7059291,41.41,0.930751681,0.697121978,1.193245173,0.882049859
201701010039,B737,OJC UA /OV BUM/TM 0039/FL360/TP B737/TB LGT-MOD CHOP 360/RM ZKCFDC/OH,-94.34,38.28,-3.30789566,-0.849630952,-6.717308044,-1.729522467
201701010040,B737,BUR UUA /OV BUR/TM 0040/FL000/TP B737/SK SCT008 OVC013 NO TOPS/RM BRAKING ACTION 3/3/3 RWY 08,-118.35867,34.20067,1.604091525,3.725442171,1.877662897,4.260956287
201701010040,C182,DYS UA /OV ABI045054 /TM 0040 /FL045 /TP C182 /SK SKC /TA 12 /RM THIN LYR AT 055 AWC-WEB:,-99.02678057,32.96436789,-2.954380035,1.405618072,-5.951683044,2.806854486
201701010040,B738,STL UA /OV VLA253025/TM 0040/FL390/TP B738/TB CONT LGT CHOP/RM ZKCFDC/OH,-89.60551691,38.8841314,-4.33523941,0.125100464,-8.643089294,0.28097564
201701010040,C182,DYS UA /OV ABI045054 /TM 0040 /FL045 /TP C182 /SK SKC /TA 12 /RM THIN LYR AT 055 AWC-WEB,-99.02678057,32.96436789,-2.954380035,1.405618072,-5.951683044,2.806854486
201701010041,B738,STL UA /OV VLA280030/TM 0041/FL390/TP B738/TB CONT LGT/RM ZKCFDC/OH,-89.71055483,39.06545418,-4.08523941,0.074807495,-8.357933044,0.146210015
201701010042,UNKN,UA /OV CYYZ 180010 /TM 0042 /FLDURD /TP UNKN /IC MDT RIME 070-090 /RM REPORTED BY ALL TYPES,-79.63056,43.5323789,5.65694809,8.399270058,6.745582581,10.25314331
201701010042,CRJ2,WWD UA /OV SIE/TM 0042/FL12/TP CRJ2/TA M09/IC LGT-MOD RIME,-74.8,39.1,9.32101059,5.653176785,11.41941071,7.124237537
201701010043,A320,LAF UA /OV BVT/TM 0043/FL350/TP A320/TB LGT,-87.07,40.56,-2.345005035,3.184426546,-4.578636169,6.239471912
201701010046,B737,SPI UA /OV SPI/TM 0046/FL410/TP B737/TB NEG/RM SMOOTH ZKCFDC/OH,-89.6839,39.8447,-3.09695816,1.63559854,-6.416526794,3.387909174
201701010048,B738,JFK UA /OV JFK310015/TM 0048/FL130/TP B738/IC LGT RIME 150 LGT RIME 130/RM 2 LAYERS,-73.98154648,40.7782631,4.767299652,2.680520296,7.827613831,4.509003162
201701010049,GALX,PHX UA /OV PXR050028/TM 0049/FL100/TP GALX/TA +4/IC LIGHT RIME,-111.5977399,33.69068579,1.45772922,-0.346457154,2.207741022,-0.511138618
201701010049,B737,SPI UA /OV SPI090026/TM 0049/FL410/TP B737/TB LGT CHOP/RM ZKCFDC/OH,-89.1934145,39.8447,-3.09695816,1.63559854,-6.416526794,3.387909174
201701010050,B737,AXX UA /OV CIM082080 /TM 0050 /FL380 /TP B737 /TB OCNL LGT CHOP/RM AWC-WEB,-103.4427509,36.65126389,5.322963715,0.013528198,7.966285706,0.016083062
201701010050,BE36,CMH UA /OV 10 W DAY/TM 0050/FLDURD/TP BE36/SK B26 T57,-84.40742726,39.90611,2.251186371,6.54966116,3.163063288,9.542205811
201701010050,B737,AXX UA /OV CIM082080 /TM 0050 /FL380 /TP B737 /TB OCNL LGT CHOP/RM AWC-WEB:,-103.4427509,36.65126389,5.322963715,0.013528198,7.966285706,0.016083062
201701010051,BE55,TCS UA /OV SSO270040/TM 0051/FL100/TP BE55/IC LGT RIME,-109.9451993,32.27,-0.058384061,2.103371859,-0.083518744,4.200409412
201701010052,E75L,LVS UA /OV FTI/TM 0052/FL300/TP E75L/RM LGT CHOP,-105.14,35.66,0.743007541,4.004739285,1.32987237,7.819550037
201701010053,B737,GUP UA /OV ZUN089015/TM 0053/FL360/TP B737/RM LGT CHOP,-108.5245531,35.08379174,0.433559299,2.936379671,0.847755671,5.835175037
201701010053,DH8A,HTS UA /OV HTS/TM 0053/FL015/TP DH8A/SK OVC024/RM 100 DEGREE WIND SHEAR REPORTED AT 015,-82.555,38.365,2.735561371,2.439309359,5.138160706,5.014862537
201701010053,COL4,ABQ UA /OV CNX110055/TM 0053/FL160/TP COL4/TA -15/RM NEGATIVE ICING,-104.7730757,34.09753784,0.479701877,3.016457796,0.931129694,5.841034412
201701010053,B737,INW UA /OV INW/TM 0053/FL370/TP B737/RM LGT CHOP,-110.72253,35.02192,0.51998508,2.801614046,1.029152155,5.096893787
201701010053,A321,ABQ UA /OV CNX350005/TM 0053/FL260/TP A321/RM LGT TURBULENCE,-105.6952357,34.44132032,0.748012424,3.247903109,1.506202936,6.565643787
201701010053,PA31,TCS UA /OV SJN060035/TM 0053/FL140/TP PA31/TA -13/IC LIGHT MIXED,-108.8471548,34.77347193,0.433559299,2.936379671,0.847755671,5.835175037
201701010054,B737,TCS UA /OV SSO360050/TM 0054/FL370/TP B737/RM LGT CHOP,-109.26,32.99420552,-0.041782498,2.060403109,-0.053245306,3.454315424
201701010054,B772,ENN UA /OV ENN330010/TM 0054/FL340/TP B772/TB LGT MOD/RM ZAN,-149.2384666,64.66543608,1.199855685,1.343606353,1.655250788,1.958221674
201701010054,B767,UA /OV CYOW /TM 0054 /FLDURC /TP B767 /RM NIL TURB ON DEP RWY 14,-75.66917,45.3225,1.249904513,-1.734030366,2.362282038,-2.967559576
201701010055,B738,DSM UA /OV DSM263044 /TM 0055 /FL340 /TP B738 /TB SMTH/RM AWC-WEB,-94.49813379,41.45628256,0.265102267,2.193215609,0.436500788,3.592987299
201701010055,B738,UIN UA /OV UIN087054 /TM 0055 /FL320 /TP B738 /TB SMTH/RM AWC-WEB,-90.1758176,39.98378415,-3.110630035,1.44809854,-6.408714294,2.976776361
201701010055,A320,TUS UA /OV TUS030055/TM 0055/FL150/TP A320/SK TOPS 120/RM NEGATIVE TURBULENCE,-110.46768,32.81016842,0.050014377,1.309914947,0.0898211,2.223846674
201701010055,B738,DSM UA /OV DSM263044 /TM 0055 /FL340 /TP B738 /TB SMTH/RM AWC-WEB:,-94.49813379,41.45628256,0.265102267,2.193215609,0.436500788,3.592987299
